id:ID(UNIVERSITY_ID)|name:string|url:string|:LABEL
1575|Paktia_University|http://dbpedia.org/resource/Paktia_University|University
1576|Baghlan_University|http://dbpedia.org/resource/Baghlan_University|University
1577|Syed_Jamaluddin_Afghan_University|http://dbpedia.org/resource/Syed_Jamaluddin_Afghan_University|University
1578|Bost_University|http://dbpedia.org/resource/Bost_University|University
1579|Aga_Khan_University|http://dbpedia.org/resource/Aga_Khan_University|University
1580|Kandahar_University|http://dbpedia.org/resource/Kandahar_University|University
1581|Nangarhar_University|http://dbpedia.org/resource/Nangarhar_University|University
1582|Kabul_University|http://dbpedia.org/resource/Kabul_University|University
1583|Rana_Institute_of_Higher_Education|http://dbpedia.org/resource/Rana_Institute_of_Higher_Education|University
1584|Khost_University|http://dbpedia.org/resource/Khost_University|University
1585|American_University_of_Afghanistan|http://dbpedia.org/resource/American_University_of_Afghanistan|University
1586|Herat_University|http://dbpedia.org/resource/Herat_University|University
1587|Afghanistan_Public_Policy_Research_Organization|http://dbpedia.org/resource/Afghanistan_Public_Policy_Research_Organization|University
1588|Spinghar_Higher_Education_Centre|http://dbpedia.org/resource/Spinghar_Higher_Education_Centre|University
1589|Higher_Education_Institute_of_Karwan|http://dbpedia.org/resource/Higher_Education_Institute_of_Karwan|University
1590|Polytechnical_University_of_Kabul|http://dbpedia.org/resource/Polytechnical_University_of_Kabul|University
1591|Kabul_Medical_University|http://dbpedia.org/resource/Kabul_Medical_University|University
1592|National_Military_Academy_of_Afghanistan|http://dbpedia.org/resource/National_Military_Academy_of_Afghanistan|University
1593|Dawat_University|http://dbpedia.org/resource/Dawat_University|University
1594|Pamir_University|http://dbpedia.org/resource/Pamir_University|University
1595|University_of_Science_and_Technology_Boumediene|http://dbpedia.org/resource/University_of_Science_and_Technology_Boumediene|University
1596|Higher_National_Veterinary_School|http://dbpedia.org/resource/Higher_National_Veterinary_School|University
1597|Polytechnic_School_of_Algiers|http://dbpedia.org/resource/Polytechnic_School_of_Algiers|University
1598|AES_Algiers|http://dbpedia.org/resource/AES_Algiers|University
1599|University_of_Batna|http://dbpedia.org/resource/University_of_Batna|University
1600|University_of_Algiers|http://dbpedia.org/resource/University_of_Algiers|University
1601|University_of_Oran|http://dbpedia.org/resource/University_of_Oran|University
1602|University_of_Annaba|http://dbpedia.org/resource/University_of_Annaba|University
1603|Private_University_of_Angola|http://dbpedia.org/resource/Private_University_of_Angola|University
1604|National_University_of_Misiones|http://dbpedia.org/resource/National_University_of_Misiones|University
1605|Instituto_Tecnológico_de_Buenos_Aires|http://dbpedia.org/resource/Instituto_Tecnológico_de_Buenos_Aires|University
1606|National_Technological_University|http://dbpedia.org/resource/National_Technological_University|University
1607|National_University_of_Rosario|http://dbpedia.org/resource/National_University_of_Rosario|University
1608|National_University_of_the_Chaco_Austral|http://dbpedia.org/resource/National_University_of_the_Chaco_Austral|University
1609|Saint_Thomas_Aquinas_University_of_the_North|http://dbpedia.org/resource/Saint_Thomas_Aquinas_University_of_the_North|University
1610|University_of_Palermo|http://dbpedia.org/resource/University_of_Palermo|University
1611|Torcuato_di_Tella_University|http://dbpedia.org/resource/Torcuato_di_Tella_University|University
1612|National_University_of_Tucumán|http://dbpedia.org/resource/National_University_of_Tucumán|University
1613|Universidad_de_Mendoza|http://dbpedia.org/resource/Universidad_de_Mendoza|University
1614|National_University_of_Cuyo|http://dbpedia.org/resource/National_University_of_Cuyo|University
1615|University_of_Buenos_Aires|http://dbpedia.org/resource/University_of_Buenos_Aires|University
1616|University_of_Belgrano|http://dbpedia.org/resource/University_of_Belgrano|University
1617|University_of_CEMA|http://dbpedia.org/resource/University_of_CEMA|University
1618|Instituto_Universitario_Nacional_del_Arte|http://dbpedia.org/resource/Instituto_Universitario_Nacional_del_Arte|University
1619|National_University_of_La_Pampa|http://dbpedia.org/resource/National_University_of_La_Pampa|University
1620|National_University_of_General_San_Martín|http://dbpedia.org/resource/National_University_of_General_San_Martín|University
1621|National_University_of_the_Northeast|http://dbpedia.org/resource/National_University_of_the_Northeast|University
1622|University_of_Cuenca_del_Plata|http://dbpedia.org/resource/University_of_Cuenca_del_Plata|University
1623|Jorge_A._Sabato_institute|http://dbpedia.org/resource/Jorge_A._Sabato_institute|University
1624|Universidad_del_Aconcagua|http://dbpedia.org/resource/Universidad_del_Aconcagua|University
1625|Universidad_Argentina_John_F._Kennedy|http://dbpedia.org/resource/Universidad_Argentina_John_F._Kennedy|University
1626|Universidad_Argentina_de_la_Empresa|http://dbpedia.org/resource/Universidad_Argentina_de_la_Empresa|University
1627|Higher_Education_Army_Institute|http://dbpedia.org/resource/Higher_Education_Army_Institute|University
1628|Universidad_del_Salvador|http://dbpedia.org/resource/Universidad_del_Salvador|University
1629|Favaloro_University|http://dbpedia.org/resource/Favaloro_University|University
1630|Damaso_Centeno|http://dbpedia.org/resource/Damaso_Centeno|University
1631|Instituto_Superior_Santo_Domingo|http://dbpedia.org/resource/Instituto_Superior_Santo_Domingo|University
1632|National_University_of_Córdoba|http://dbpedia.org/resource/National_University_of_Córdoba|University
1633|Catholic_University_of_Cordoba|http://dbpedia.org/resource/Catholic_University_of_Cordoba|University
1634|Austral_University|http://dbpedia.org/resource/Austral_University|University
1635|Victoria_University|http://dbpedia.org/resource/Victoria_University|University
1636|Kangan_Institute|http://dbpedia.org/resource/Kangan_Institute|University
1637|University_of_Western_Australia|http://dbpedia.org/resource/University_of_Western_Australia|University
1638|Murdoch_University|http://dbpedia.org/resource/Murdoch_University|University
1639|University_of_Sydney_School_of_Molecular_Bioscience|http://dbpedia.org/resource/University_of_Sydney_School_of_Molecular_Bioscience|University
1640|University_of_Sydney_School_of_Molecular_Bioscience|http://dbpedia.org/resource/University_of_Sydney_School_of_Molecular_Bioscience|University
1641|ANU_College_of_Engineering_and_Computer_Science|http://dbpedia.org/resource/ANU_College_of_Engineering_and_Computer_Science|University
1642|Martin_College|http://dbpedia.org/resource/Martin_College|University
1643|TC_Beirne_School_of_Law|http://dbpedia.org/resource/TC_Beirne_School_of_Law|University
1644|Australian_College_of_Theology|http://dbpedia.org/resource/Australian_College_of_Theology|University
1645|Kenvale_College_of_Tourism_&_Hospitality_Management|http://dbpedia.org/resource/Kenvale_College_of_Tourism_&_Hospitality_Management|University
1646|Martin_College|http://dbpedia.org/resource/Martin_College|University
1647|Sydney_Law_School|http://dbpedia.org/resource/Sydney_Law_School|University
1648|Sydney_Institute_of_Business_and_Technology|http://dbpedia.org/resource/Sydney_Institute_of_Business_and_Technology|University
1649|University_of_Sydney_School_of_Chemistry|http://dbpedia.org/resource/University_of_Sydney_School_of_Chemistry|University
1650|University_of_Sydney_School_of_Psychology|http://dbpedia.org/resource/University_of_Sydney_School_of_Psychology|University
1651|University_of_Sydney_School_of_Geosciences|http://dbpedia.org/resource/University_of_Sydney_School_of_Geosciences|University
1652|University_of_Sydney_Faculty_of_Agriculture_and_Environment|http://dbpedia.org/resource/University_of_Sydney_Faculty_of_Agriculture_and_Environment|University
1653|University_of_Sydney_Business_School|http://dbpedia.org/resource/University_of_Sydney_Business_School|University
1654|University_of_Sydney_Unit_for_the_History_and_Philosophy_of_Science|http://dbpedia.org/resource/University_of_Sydney_Unit_for_the_History_and_Philosophy_of_Science|University
1655|Australian_International_Hotel_School|http://dbpedia.org/resource/Australian_International_Hotel_School|University
1656|ANU_Research_School_of_Asia_&_the_Pacific|http://dbpedia.org/resource/ANU_Research_School_of_Asia_&_the_Pacific|University
1657|IPP-SHR|http://dbpedia.org/resource/IPP-SHR|University
1658|University_of_Queensland|http://dbpedia.org/resource/University_of_Queensland|University
1659|Deakin_University|http://dbpedia.org/resource/Deakin_University|University
1660|UNSW_Faculty_of_Law|http://dbpedia.org/resource/UNSW_Faculty_of_Law|University
1661|Australian_College_of_Natural_Medicine|http://dbpedia.org/resource/Australian_College_of_Natural_Medicine|University
1662|Macquarie_University_Faculty_of_Human_Sciences|http://dbpedia.org/resource/Macquarie_University_Faculty_of_Human_Sciences|University
1663|Blue_Mountains_International_Hotel_Management_School|http://dbpedia.org/resource/Blue_Mountains_International_Hotel_Management_School|University
1664|St_Andrew's_Greek_Orthodox_Theological_College|http://dbpedia.org/resource/St_Andrew's_Greek_Orthodox_Theological_College|University
1665|University_of_Technology|http://dbpedia.org/resource/University_of_Technology|University
1666|Presbyterian_Theological_Centre|http://dbpedia.org/resource/Presbyterian_Theological_Centre|University
1667|University_of_Sydney_Faculty_of_Science|http://dbpedia.org/resource/University_of_Sydney_Faculty_of_Science|University
1668|University_of_Sydney_School_of_Biological_Sciences|http://dbpedia.org/resource/University_of_Sydney_School_of_Biological_Sciences|University
1669|University_of_Sydney_Faculty_of_Health_Sciences|http://dbpedia.org/resource/University_of_Sydney_Faculty_of_Health_Sciences|University
1670|University_of_Sydney_Faculty_of_Education_and_Social_Work|http://dbpedia.org/resource/University_of_Sydney_Faculty_of_Education_and_Social_Work|University
1671|Sydney_Nursing_School|http://dbpedia.org/resource/Sydney_Nursing_School|University
1672|Centre_for_Values,_Ethics_and_the_Law_in_Medicine|http://dbpedia.org/resource/Centre_for_Values,_Ethics_and_the_Law_in_Medicine|University
1673|Sydney_Bioethics_Program|http://dbpedia.org/resource/Sydney_Bioethics_Program|University
1674|University_of_Sydney_Faculty_of_Arts_and_Social_Sciences|http://dbpedia.org/resource/University_of_Sydney_Faculty_of_Arts_and_Social_Sciences|University
1675|University_of_Sydney_Faculty_of_Engineering_and_Information_Technologies|http://dbpedia.org/resource/University_of_Sydney_Faculty_of_Engineering_and_Information_Technologies|University
1676|Heinz_College_Australia|http://dbpedia.org/resource/Heinz_College_Australia|University
1677|Tabor_College_Australia|http://dbpedia.org/resource/Tabor_College_Australia|University
1678|Australian_College_of_Natural_Medicine|http://dbpedia.org/resource/Australian_College_of_Natural_Medicine|University
1679|Adelaide_College_of_Divinity|http://dbpedia.org/resource/Adelaide_College_of_Divinity|University
1680|University_of_Sydney_School_of_Chemistry|http://dbpedia.org/resource/University_of_Sydney_School_of_Chemistry|University
1681|University_of_Sydney_School_of_Psychology|http://dbpedia.org/resource/University_of_Sydney_School_of_Psychology|University
1682|University_of_Sydney_School_of_Geosciences|http://dbpedia.org/resource/University_of_Sydney_School_of_Geosciences|University
1683|University_of_Sydney_Faculty_of_Agriculture_and_Environment|http://dbpedia.org/resource/University_of_Sydney_Faculty_of_Agriculture_and_Environment|University
1684|University_of_Sydney_Business_School|http://dbpedia.org/resource/University_of_Sydney_Business_School|University
1685|University_of_Sydney_Unit_for_the_History_and_Philosophy_of_Science|http://dbpedia.org/resource/University_of_Sydney_Unit_for_the_History_and_Philosophy_of_Science|University
1686|JMC_Academy|http://dbpedia.org/resource/JMC_Academy|University
